PROVIDER_ID,PROVIDER_NAME,NPI,SPECIALTY,STATE,HOSPITAL_ID
PRV002635,Katie Clark,5893328492,Neurology,FL,HSP00183
PRV002636,Brenda Sandoval,2106583025,Emergency Medicine,FL,HSP00274
PRV002637,Rebecca Smith,2134802908,Orthopedics,TX,HSP00280
PRV002638,Dana Martinez,3022782139,Emergency Medicine,FL,HSP00487
PRV002639,Lori Wilson,4884430400,Pediatrics,FL,HSP00141
PRV002640,Ann Rodriguez,7197248773,Psychiatry,OH,HSP00158
PRV002641,Tiffany Black,2499983108,Oncology,GA,HSP00451
PRV002642,Heather Dillon,8986895933,Psychiatry,GA,HSP00293
PRV002643,Morgan Spears,8635898947,Neurology,TX,HSP00043
PRV002644,Elizabeth Smith,4634808064,Cardiology,IL,HSP00317
PRV002645,Kiara Scott,4267385845,Pediatrics,OH,HSP00249
PRV002646,Bonnie Barker,2631656111,Oncology,GA,HSP00106
PRV002647,Richard Potter,7756761339,Oncology,NC,HSP00155
PRV002648,Stephen King,8111880313,Pulmonology,FL,HSP00112
PRV002649,David Woods,4987727286,Pulmonology,CA,HSP00052
PRV002650,Becky Simpson,2683271206,Pulmonology,CA,HSP00210
PRV002651,Christie Acevedo,1409277662,Pediatrics,GA,HSP00157
PRV002652,Mrs. Crystal Flores,9341356608,General Surgery,NY,HSP00282
PRV002653,Michele Miller,4083506176,Neurology,NC,HSP00216
PRV002654,Thomas Patterson,6610547016,Oncology,IL,HSP00337
PRV002655,Kathryn Cox,3892824952,General Surgery,NC,HSP00190
PRV002656,Alexander Miller,3776291830,Internal Medicine,TX,HSP00042
PRV002657,Erica Reynolds,1525847349,Orthopedics,TX,HSP00035
PRV002658,Amber Martin,9932028308,Emergency Medicine,AZ,HSP00366
PRV002659,Amber Carter,5610582848,Cardiology,FL,HSP00154
PRV002660,Dustin Williams,3125190702,Emergency Medicine,AZ,HSP00349
PRV002661,Alicia Leon,5993345104,Cardiology,GA,HSP00396
PRV002662,Timothy Johnson,9980038660,Pulmonology,GA,HSP00062
PRV002663,Devin Moore,7567612877,Orthopedics,FL,HSP00202
PRV002664,Ryan Smith,9309574235,Cardiology,IL,HSP00008
PRV002665,Sherri House,2175071663,Pediatrics,GA,HSP00157
PRV002666,Angelica Wang,6221676288,Emergency Medicine,NC,HSP00003
PRV002667,Evan Powers,2698307014,Orthopedics,PA,HSP00315
PRV002668,Alex Williams,2762049932,General Surgery,FL,HSP00404
PRV002669,Christian Stanton,1993853164,Oncology,AZ,HSP00181
PRV002670,Kimberly Gonzalez,8556753492,Pulmonology,IL,HSP00263
PRV002671,Christopher Underwood,6157022200,Oncology,NC,HSP00366
PRV002672,Katherine Alvarez,8426394133,Pulmonology,AZ,HSP00044
PRV002673,Lisa Ritter,8792211929,Psychiatry,IL,HSP00083
PRV002674,James Winters,1650518794,Pediatrics,AZ,HSP00486
PRV002675,Corey Hoffman,7328491029,Oncology,NY,HSP00217
PRV002676,Paula Cunningham,3152559299,Emergency Medicine,AZ,HSP00321
PRV002677,Melissa Bowers,3492939174,Orthopedics,NY,HSP00218
PRV002678,Carmen Schneider,4296139285,Neurology,PA,HSP00207
PRV002679,Norma Campbell,3479021104,Oncology,NY,HSP00264
PRV002680,Vincent Smith,6586612404,Orthopedics,AZ,HSP00036
PRV002681,Todd Barnes,4601240382,Pediatrics,GA,HSP00259
PRV002682,David Richardson,4983061362,Internal Medicine,CA,HSP00392
PRV002683,William Gonzalez,2979444931,Pediatrics,TX,HSP00317
PRV002684,Angela Smith,2026792392,Pulmonology,NY,HSP00351
PRV002685,Sarah Hammond,3435931707,Pulmonology,AZ,HSP00032
PRV002686,Michael Cook,6151461871,Psychiatry,NY,HSP00016
PRV002687,Adrian Morgan,3834065593,Emergency Medicine,OH,HSP00493
PRV002688,Desiree Newman,7279929005,Psychiatry,IL,HSP00207
PRV002689,Pamela Holland,9742808416,Psychiatry,NC,HSP00066
PRV002690,Victoria Patterson,5339313336,Pulmonology,FL,HSP00383
PRV002691,Lisa Pollard,5480108227,Neurology,IL,HSP00224
PRV002692,Nicholas Cooper,6896593197,Neurology,FL,HSP00386
PRV002693,William Sanchez,2833973868,Emergency Medicine,AZ,HSP00419
PRV002694,Nathan Cruz,4142517249,Pulmonology,GA,HSP00050
PRV002695,Evan Cummings,2972155594,Oncology,FL,HSP00465
PRV002696,Michael Peterson,9110446097,Internal Medicine,PA,HSP00035
PRV002697,Jessica Tran,3682265749,Emergency Medicine,GA,HSP00183
PRV002698,Shari Sweeney,9502652574,Cardiology,FL,HSP00217
PRV002699,Jordan Shaw,7671054097,Neurology,CA,HSP00283
PRV002700,Allison Phillips,8194650502,Psychiatry,IL,HSP00070
PRV002701,Andrew Rogers,2188411381,Neurology,CA,HSP00448
PRV002702,David Murphy,7643116409,Internal Medicine,NY,HSP00022
PRV002703,Lauren Clark,4053533268,Pediatrics,IL,HSP00281
PRV002704,Chad Mcclure,1820384149,Emergency Medicine,CA,HSP00434
PRV002705,Brittany Ayala PhD,4302446251,Internal Medicine,NC,HSP00477
PRV002706,Nicholas Matthews,1490572067,Emergency Medicine,GA,HSP00231
PRV002707,Justin Wells,5983835195,Internal Medicine,PA,HSP00198
PRV002708,Patrick Cunningham,7100673049,Orthopedics,GA,HSP00182
PRV002709,Diana Solis,9684607172,Pulmonology,OH,HSP00353
PRV002710,Joseph Mclaughlin,3878731738,Internal Medicine,PA,HSP00342
PRV002711,Michele York,4919451132,Psychiatry,AZ,HSP00146
PRV002712,Crystal Vasquez,5184586641,Orthopedics,PA,HSP00168
PRV002713,Robert Martinez,8940378448,Emergency Medicine,TX,HSP00178
PRV002714,Lisa Reed,8760733204,Orthopedics,OH,HSP00164
PRV002715,Claire Myers,9705727946,Oncology,FL,HSP00004
PRV002716,Daniel Gibson,9795594024,Pulmonology,OH,HSP00335
PRV002717,Theresa Sanders,9325090807,Oncology,CA,HSP00258
PRV002718,Monica Pope,8210149680,Emergency Medicine,NY,HSP00195
PRV002719,John Harris,6547996858,Pulmonology,TX,HSP00341
PRV002720,Katherine White,9357627174,General Surgery,NC,HSP00136
PRV002721,Hector Jackson,3192899374,Psychiatry,TX,HSP00343
PRV002722,Erika Ayala MD,8002826527,Pulmonology,GA,HSP00439
PRV002723,Dustin Fitzgerald,7498019659,Orthopedics,OH,HSP00478
PRV002724,David Hart,9462574594,Emergency Medicine,NY,HSP00281
PRV002725,Robert Lee,2373345794,Pulmonology,CA,HSP00192
PRV002726,Douglas White,3391003459,Orthopedics,NC,HSP00350
PRV002727,Ryan Campos,4140845596,Pediatrics,CA,HSP00245
PRV002728,Alexis Rivas,6889167885,Cardiology,OH,HSP00277
PRV002729,Jennifer Solomon,9746228518,Pediatrics,NY,HSP00480
PRV002730,Joseph Martinez,3472905579,Emergency Medicine,OH,HSP00259
PRV002731,Miss Julia Robinson DDS,6851379262,Pulmonology,AZ,HSP00049
PRV002732,Kristen Diaz,5407826988,Orthopedics,FL,HSP00073
PRV002733,Anthony Carr,5368979910,Internal Medicine,NC,HSP00364
PRV002734,Joseph Lopez,3900241022,Neurology,PA,HSP00428
PRV002735,Thomas Duran,2990730099,Neurology,PA,HSP00072
PRV002736,Raymond Green,9893282773,Oncology,OH,HSP00400
PRV002737,Rachel Jacobs,9232686530,Internal Medicine,NY,HSP00104
PRV002738,Richard Yates,3636013453,Oncology,NC,HSP00240
PRV002739,Jill Turner,2929008354,Oncology,AZ,HSP00173
PRV002740,Dawn Woodard,7152654132,General Surgery,IL,HSP00158
PRV002741,Patricia Garrett,8692211646,Pediatrics,PA,HSP00216
PRV002742,Amy Bennett DVM,6492195474,Cardiology,IL,HSP00002
PRV002743,Amy Brown,9197522552,Emergency Medicine,PA,HSP00004
PRV002744,Brenda Ferguson,9605101624,Psychiatry,CA,HSP00359
PRV002745,Dawn Serrano,3891237718,Neurology,NC,HSP00164
PRV002746,Karen Spencer,4580470755,Pulmonology,GA,HSP00051
PRV002747,Douglas Baxter,6398894762,Internal Medicine,TX,HSP00457
PRV002748,Haley Taylor,9218742681,Psychiatry,NC,HSP00063
PRV002749,David Smith,5935891302,Pulmonology,NC,HSP00407
PRV002750,John Ramirez,4707316848,General Surgery,CA,HSP00434
PRV002751,Dan Tyler,7646302991,Cardiology,OH,HSP00419
PRV002752,Jeanne Barnett,8641573046,Pediatrics,FL,HSP00149
PRV002753,Steven Summers,3051835275,Orthopedics,PA,HSP00297
PRV002754,Christine Lee,4364645887,Pulmonology,NY,HSP00245
PRV002755,Alexa Williams,4488965989,Psychiatry,OH,HSP00368
PRV002756,Gregory Garcia,9526051909,Pediatrics,OH,HSP00196
PRV002757,Deborah Kidd,9134490198,Emergency Medicine,AZ,HSP00151
PRV002758,Amanda Pham,2638211484,Pulmonology,NY,HSP00183
PRV002759,Amanda Casey,5174679305,Psychiatry,CA,HSP00086
PRV002760,Michael Osborn,6475746861,Emergency Medicine,CA,HSP00142
PRV002761,Angelica Lindsey,3431030380,Oncology,CA,HSP00054
PRV002762,Mrs. Heather Thornton,5783812364,Cardiology,CA,HSP00324
PRV002763,Dr. David Solis,7885345639,Pediatrics,OH,HSP00254
PRV002764,Monica Wright,6063463425,Pulmonology,PA,HSP00440
PRV002765,Kimberly Reynolds,9394897579,Emergency Medicine,OH,HSP00162
PRV002766,Ryan Palmer,8011595940,Pediatrics,AZ,HSP00365
PRV002767,Amanda Conrad,7196907889,Emergency Medicine,OH,HSP00229
PRV002768,Gabrielle Shelton,6216853156,Neurology,NY,HSP00042
PRV002769,Anna Aguilar,5523080210,Emergency Medicine,FL,HSP00017
PRV002770,Herbert Freeman,9169455026,General Surgery,AZ,HSP00386
PRV002771,Daniel Wilson,4245811101,Cardiology,IL,HSP00269
PRV002772,Jesus Holloway,9605600317,Cardiology,IL,HSP00476
PRV002773,Antonio Williams,9855571050,Neurology,GA,HSP00281
PRV002774,Pamela Price,2136640234,Psychiatry,NY,HSP00453
PRV002775,Mark Davis,5324168602,Neurology,IL,HSP00254
PRV002776,Jessica Gordon,4795470850,Psychiatry,NY,HSP00215
PRV002777,Ronald Smith,2241866116,Oncology,FL,HSP00373
PRV002778,Carl Atkins,4218352407,Neurology,CA,HSP00289
PRV002779,Jo Lambert,9994825872,Internal Medicine,FL,HSP00281
PRV002780,Paul Bowers,8523478413,General Surgery,AZ,HSP00119
PRV002781,Terry Stephenson,8672663538,Pulmonology,NY,HSP00027
PRV002782,Brandon Douglas,9604666221,Internal Medicine,FL,HSP00337
PRV002783,Alison Holmes,1894737891,Emergency Medicine,OH,HSP00233
PRV002784,Patricia Gill,4957080016,General Surgery,AZ,HSP00421
PRV002785,Sherri Jones,9545589991,Orthopedics,TX,HSP00247
PRV002786,Danielle Henry,3189524009,Psychiatry,AZ,HSP00395
PRV002787,Luke Rios,7010618158,Pulmonology,OH,HSP00272
PRV002788,Anthony Molina,8270823782,Cardiology,NY,HSP00140
PRV002789,Alexander Cross,4488525258,General Surgery,FL,HSP00231
PRV002790,Donald Meyer,9452365535,Cardiology,GA,HSP00101
PRV002791,Brian Shepard,2595506195,Cardiology,GA,HSP00049
PRV002792,Dylan Lindsey,6404460301,Cardiology,AZ,HSP00457
PRV002793,Susan Strickland,8355359559,Pediatrics,CA,HSP00318
PRV002794,Margaret Castillo,9777763389,Cardiology,FL,HSP00208
PRV002795,Connie Brooks,8863268754,Orthopedics,NC,HSP00277
PRV002796,James Marshall,8887033713,Pediatrics,PA,HSP00352
PRV002797,Casey Smith,4610911622,Psychiatry,GA,HSP00091
PRV002798,Sylvia Page,6338565419,Pulmonology,TX,HSP00301
PRV002799,Brent Wright,2149449840,Orthopedics,TX,HSP00220
PRV002800,Rachel Williams,6837196430,Orthopedics,GA,HSP00394
PRV002801,Pamela Oconnell,7080541990,Neurology,CA,HSP00442
PRV002802,Christopher Bush,7591410194,General Surgery,NY,HSP00490
PRV002803,Brandon Garcia,4684274782,Pulmonology,IL,HSP00225
PRV002804,Jake Watts,3989326662,Psychiatry,CA,HSP00252
PRV002805,Timothy May,3124665464,Emergency Medicine,PA,HSP00184
PRV002806,Samantha Hess,2304452323,Neurology,FL,HSP00025
PRV002807,Louis Matthews,3633198157,Psychiatry,GA,HSP00314
PRV002808,Brittney Lopez,6280373092,Internal Medicine,IL,HSP00376
PRV002809,John Bright,1966015357,Psychiatry,GA,HSP00084
PRV002810,Tammy Hansen,3866898788,Orthopedics,FL,HSP00221
PRV002811,Mike Carter,2570612053,Orthopedics,PA,HSP00486
PRV002812,Stephen Bennett,3297587500,Cardiology,PA,HSP00236
PRV002813,Diana Mcconnell,2292756698,Pulmonology,AZ,HSP00058
PRV002814,Daniel Carr,8490295734,Psychiatry,NC,HSP00367
PRV002815,Steven Craig,7678963005,General Surgery,FL,HSP00093
PRV002816,Jennifer York,3226042646,Pulmonology,AZ,HSP00074
PRV002817,Jennifer Reed,2044568440,Internal Medicine,AZ,HSP00026
PRV002818,Rachel Myers,5195181675,Emergency Medicine,TX,HSP00495
PRV002819,Thomas Bailey,3040019554,Orthopedics,GA,HSP00389
PRV002820,Brandon Meza,4006925179,Psychiatry,OH,HSP00309
PRV002821,Joseph Clarke,4325485221,Orthopedics,NY,HSP00053
PRV002822,Morgan Mclaughlin,9129759067,Pulmonology,NY,HSP00087
PRV002823,Joshua Malone,4380207913,Neurology,NC,HSP00177
PRV002824,Lawrence Johnson,7881773483,General Surgery,AZ,HSP00255
PRV002825,Alicia Underwood,1689900398,Cardiology,AZ,HSP00024
PRV002826,Brian Gardner,9520963550,Pulmonology,FL,HSP00308
PRV002827,Kevin Cooley,2027983575,Pulmonology,CA,HSP00049
PRV002828,Patricia Smith,6141953252,Psychiatry,OH,HSP00042
PRV002829,Ronald Tucker,8101933293,Cardiology,CA,HSP00439
PRV002830,Adriana Padilla,4930233828,Orthopedics,AZ,HSP00287
PRV002831,William Burke,3169697138,Emergency Medicine,GA,HSP00330
PRV002832,Vincent Cobb,2345297174,Emergency Medicine,NY,HSP00147
PRV002833,Amanda Morgan MD,8242371746,Orthopedics,FL,HSP00243
PRV002834,Terry Jones,7436905342,Cardiology,FL,HSP00300
PRV002835,Cameron Conway,5209756862,Pulmonology,CA,HSP00397
PRV002836,Jeffrey Waters,2153180741,Cardiology,IL,HSP00279
PRV002837,Stacey Grant,6248402389,Pediatrics,IL,HSP00129
PRV002838,Mr. Richard Butler,4550830314,Pulmonology,NC,HSP00363
PRV002839,Amy Howard,8371849048,Cardiology,FL,HSP00382
PRV002840,Joseph Santos,7761370243,Psychiatry,TX,HSP00220
PRV002841,Andrew Crawford,7486759765,Emergency Medicine,NY,HSP00075
PRV002842,Crystal Jones,5150113024,Orthopedics,CA,HSP00385
PRV002843,Kristin Thornton,4874618656,Oncology,PA,HSP00053
PRV002844,Kristina Wright,9381266343,General Surgery,IL,HSP00125
PRV002845,Heather Carey,8712667937,Internal Medicine,PA,HSP00139
PRV002846,Theresa Ingram,5475978057,Psychiatry,FL,HSP00020
PRV002847,Jorge George,3254976499,Oncology,TX,HSP00441
PRV002848,Joseph Phillips,6693951111,Neurology,TX,HSP00070
PRV002849,Jason Moore,9969412441,Neurology,IL,HSP00436
PRV002850,Jason Murphy,8048067969,Psychiatry,AZ,HSP00313
PRV002851,Michelle Morales,4006612211,Psychiatry,AZ,HSP00021
PRV002852,Kerry Carlson,6660504306,Pediatrics,TX,HSP00238
PRV002853,Katherine Gallagher,3800136501,Psychiatry,TX,HSP00140
PRV002854,Michelle Greene,3621142518,Neurology,IL,HSP00109
PRV002855,Michelle Diaz,1866915558,Pulmonology,IL,HSP00007
PRV002856,Michelle Bruce,3503482697,Pediatrics,NC,HSP00491
PRV002857,Dr. Monique Schmidt,5190477822,Orthopedics,OH,HSP00290
PRV002858,Scott Roy,1034982359,Orthopedics,PA,HSP00005
PRV002859,Michael Mendoza,4300730519,Cardiology,NC,HSP00161
PRV002860,Michelle Montgomery,3446067883,Psychiatry,NC,HSP00273
PRV002861,John Campbell,3183602989,Psychiatry,NY,HSP00461
PRV002862,Rachel Smith,7036171372,Orthopedics,CA,HSP00475
PRV002863,Allen Ford,6877615209,Emergency Medicine,NY,HSP00095
PRV002864,Joseph Cox,8531124530,Pulmonology,CA,HSP00284
PRV002865,Christopher Bennett,4882347396,Neurology,PA,HSP00417
PRV002866,Melanie Spears,1162567787,Neurology,CA,HSP00246
PRV002867,Ryan Benson,7365705020,Psychiatry,TX,HSP00093
PRV002868,Pamela Bennett,3887786898,Neurology,AZ,HSP00032
PRV002869,Michele Murphy,7785462532,Pediatrics,IL,HSP00234
PRV002870,Jeffrey Mcgee,5945041624,Oncology,CA,HSP00270
PRV002871,Amanda Mahoney,3945308533,General Surgery,AZ,HSP00029
PRV002872,Catherine Mckay,1380569232,Orthopedics,AZ,HSP00047
PRV002873,Todd Porter,4970081962,General Surgery,FL,HSP00282
PRV002874,Zachary Finley,1940807262,Cardiology,NC,HSP00037
PRV002875,Scott Walker,3795663563,Cardiology,PA,HSP00382
PRV002876,Veronica Poole,1041029652,Orthopedics,GA,HSP00284
PRV002877,Dr. Brett Barron,7021530634,Neurology,TX,HSP00224
PRV002878,Steve White,4337779255,Orthopedics,FL,HSP00204
PRV002879,Dr. Donna Martin,8837546785,General Surgery,TX,HSP00369
PRV002880,Sherry Simmons,4068092737,Orthopedics,OH,HSP00152
PRV002881,Mary Morris,5204611074,Psychiatry,TX,HSP00145
PRV002882,Monique Ward,5443671655,Cardiology,CA,HSP00392
PRV002883,Joseph Salas,6142249292,Internal Medicine,GA,HSP00041
PRV002884,Melissa Jensen,2642688882,Orthopedics,NC,HSP00106
PRV002885,Andrea Cox,9387789765,Pulmonology,CA,HSP00010
PRV002886,Jacob Stout,4285805678,Cardiology,GA,HSP00058
PRV002887,Jacob Moses,7253817045,Psychiatry,OH,HSP00468
PRV002888,Todd Briggs,3949297477,Psychiatry,NC,HSP00341
PRV002889,Brittany Arnold,3165341590,Orthopedics,OH,HSP00053
PRV002890,Sergio Hanna,8622218265,Internal Medicine,NC,HSP00365
PRV002891,Carrie Lewis,8719279709,Pediatrics,NY,HSP00012
PRV002892,Tiffany Briggs,9816915220,Emergency Medicine,CA,HSP00054
PRV002893,Karen Lowe,6221995469,Internal Medicine,FL,HSP00171
PRV002894,Allen James,4635942736,Emergency Medicine,NY,HSP00148
PRV002895,Jessica Gross,6260369722,Psychiatry,AZ,HSP00066
PRV002896,Devin Garcia,5920259719,Psychiatry,CA,HSP00443
PRV002897,Donna Reynolds,5166993527,Neurology,OH,HSP00425
PRV002898,Anna Lawson,6183076765,Pediatrics,FL,HSP00427
PRV002899,Stephanie Villanueva,5422959310,Internal Medicine,CA,HSP00467
PRV002900,Mrs. Abigail Horn MD,1388064472,Orthopedics,FL,HSP00388
PRV002901,Eduardo Nunez,7756493321,Neurology,IL,HSP00319
PRV002902,John Ford,7851370728,Cardiology,PA,HSP00355
PRV002903,Bryan Sanchez,2738403777,Oncology,CA,HSP00454
PRV002904,Michelle Baker,9918695501,Emergency Medicine,OH,HSP00050
PRV002905,Mark Henry,5649146576,Neurology,OH,HSP00174
PRV002906,Lisa Griffith,2441285036,Psychiatry,NC,HSP00428
PRV002907,Richard Floyd,5519284619,Cardiology,NY,HSP00437
PRV002908,Stacy Daniel,6381983406,Neurology,CA,HSP00125
PRV002909,Chad Miller,5863025278,Pediatrics,IL,HSP00090
PRV002910,Jasmine Thompson,9133442067,Neurology,NY,HSP00440
PRV002911,Andrew Baker,3286459298,Cardiology,IL,HSP00450
PRV002912,Stephen Rice,3351668652,Cardiology,AZ,HSP00233
PRV002913,Justin Roberts,9931148343,Orthopedics,FL,HSP00384
PRV002914,Amber Cunningham,4900227883,General Surgery,PA,HSP00010
PRV002915,Crystal Owens,4256058080,Cardiology,FL,HSP00398
PRV002916,Michael Smith,4885292148,Orthopedics,PA,HSP00054
PRV002917,Steven Harding,9517105614,General Surgery,NC,HSP00314
PRV002918,Mr. Douglas Black DDS,9182783029,Neurology,NC,HSP00011
PRV002919,Denise Vasquez,7909576859,Cardiology,IL,HSP00313
PRV002920,Kyle Lewis,7966477763,General Surgery,CA,HSP00404
PRV002921,Joseph Boone,1380020727,Orthopedics,TX,HSP00479
PRV002922,Dr. David Hall,6346709147,Orthopedics,AZ,HSP00142
PRV002923,Alexandra Thompson,6341350342,Cardiology,TX,HSP00413
PRV002924,Jared Strickland,8770375022,General Surgery,CA,HSP00017
PRV002925,Curtis Roberts,4645216170,Internal Medicine,TX,HSP00012
PRV002926,Louis Lindsey,4732416788,Neurology,TX,HSP00305
PRV002927,Matthew Lee,8248580508,Neurology,OH,HSP00463
PRV002928,Erin Lopez,8861519878,Cardiology,PA,HSP00193
PRV002929,James Murillo,6411089119,Oncology,CA,HSP00075
PRV002930,Julie Bartlett,2310435814,Neurology,FL,HSP00485
PRV002931,Jennifer Burton,4593951517,Orthopedics,CA,HSP00037
PRV002932,Carol Rose,8962354677,Neurology,NC,HSP00149
PRV002933,Alicia Monroe MD,7699560615,Neurology,IL,HSP00485
PRV002934,Cheryl Price,3202513631,Pulmonology,FL,HSP00172
PRV002935,Erika Hayes,8428622852,Oncology,IL,HSP00112
PRV002936,Michael Webster,6066364570,Pediatrics,CA,HSP00189
PRV002937,Mr. Jeffrey Carter,3966482255,General Surgery,CA,HSP00117
PRV002938,Ashley Riley,9114022452,Pulmonology,FL,HSP00142
PRV002939,Russell Wallace,6585741910,Emergency Medicine,OH,HSP00112
PRV002940,Brittany Gross,2220041535,Cardiology,FL,HSP00098
PRV002941,Tricia Garcia,5068111923,General Surgery,IL,HSP00214
PRV002942,Mary Fischer,4509358210,Pediatrics,PA,HSP00026
PRV002943,Rachel Williams,8836221988,General Surgery,TX,HSP00012
PRV002944,Mike Miller,3497418809,Emergency Medicine,PA,HSP00392
PRV002945,Sherry Dalton,6047434531,Emergency Medicine,IL,HSP00435
PRV002946,Jessica Meyer,4527383500,Emergency Medicine,TX,HSP00093
PRV002947,Kimberly Bradley,5022912172,Cardiology,NC,HSP00262
PRV002948,Rachel Phillips,9772138765,Oncology,NY,HSP00230
PRV002949,Tyler Vincent,7746271759,General Surgery,NY,HSP00235
PRV002950,Tonya Douglas,2282444857,Emergency Medicine,NC,HSP00119
PRV002951,Daniel Moore,9551819401,Internal Medicine,NY,HSP00239
PRV002952,Nicole Kidd,1361913480,Cardiology,NC,HSP00030
PRV002953,Sarah Hall,1669916699,Emergency Medicine,CA,HSP00408
PRV002954,Melissa Rodriguez,2386073782,Pediatrics,IL,HSP00347
PRV002955,Joel Mayer,1943280893,Cardiology,CA,HSP00021
PRV002956,Ricky Cain,1684971073,General Surgery,NC,HSP00270
PRV002957,Terri Rodriguez,2105427070,Pediatrics,GA,HSP00426
PRV002958,Jacob Harris,2770914548,Cardiology,GA,HSP00335
PRV002959,Amanda Green,4002155833,Orthopedics,FL,HSP00111
PRV002960,Miss Brooke Shelton,6932755073,Pediatrics,GA,HSP00437
PRV002961,Angela Curtis,1923061905,Cardiology,GA,HSP00038
PRV002962,Maxwell Phillips,1940303460,General Surgery,NC,HSP00197
PRV002963,Martin Murray,3566668356,Orthopedics,FL,HSP00465
PRV002964,Kimberly Ferguson,3664788884,Psychiatry,AZ,HSP00003
PRV002965,Beth Taylor,6472473845,Pulmonology,NC,HSP00413
PRV002966,Randy Price,8914534616,Neurology,TX,HSP00069
PRV002967,Anthony Mejia,9641082832,Psychiatry,PA,HSP00192
PRV002968,Stephanie Orozco,9371518296,Cardiology,NC,HSP00311
PRV002969,Kevin Spencer,7722177469,Pediatrics,NY,HSP00106
PRV002970,Melissa Ferrell,6628151249,Internal Medicine,TX,HSP00270
PRV002971,Manuel Ward,9581803903,Neurology,NY,HSP00314
PRV002972,Daniel Stanley,1651049610,Oncology,GA,HSP00405
PRV002973,Monica Price,2171197434,Neurology,CA,HSP00068
PRV002974,Christina Davis PhD,6395465492,Pediatrics,FL,HSP00077
PRV002975,Aaron Garcia DDS,1823502736,Orthopedics,NY,HSP00214
PRV002976,Kristen Lee,1053766943,Emergency Medicine,AZ,HSP00058
PRV002977,Megan Long,9232486646,Pulmonology,OH,HSP00285
PRV002978,Michelle Lin,1702991296,Internal Medicine,TX,HSP00282
PRV002979,Dustin Craig,8471363221,Cardiology,FL,HSP00122
PRV002980,Holly Fisher,5000979762,Internal Medicine,GA,HSP00296
PRV002981,Catherine Le,7658126366,Neurology,AZ,HSP00065
PRV002982,Lisa Walker,2350817055,General Surgery,NY,HSP00173
PRV002983,Jackie Miller,3589030745,Internal Medicine,PA,HSP00496
PRV002984,Jennifer Taylor,7030346307,General Surgery,NY,HSP00130
PRV002985,Kaitlyn Douglas,6560663797,Pulmonology,OH,HSP00358
PRV002986,Karen Mcdaniel,7959996505,Cardiology,PA,HSP00126
PRV002987,Kenneth Pitts,3742717672,Pediatrics,GA,HSP00301
PRV002988,Larry Davis,7135717750,General Surgery,IL,HSP00035
PRV002989,Henry Gonzales,5889159895,Pediatrics,AZ,HSP00469
PRV002990,Ashley Cochran,4718978622,Pediatrics,CA,HSP00309
PRV002991,Gabriela Thomas,3496549379,Neurology,GA,HSP00459
PRV002992,Brandi Johnson,9531810366,Neurology,OH,HSP00461
PRV002993,Charles Hendricks,3176886737,Emergency Medicine,FL,HSP00115
PRV002994,Timothy Tucker,8021975476,Internal Medicine,CA,HSP00041
PRV002995,Mary Moore,5751341285,Internal Medicine,TX,HSP00247
PRV002996,Stacy Kennedy,7922569402,Cardiology,PA,HSP00151
PRV002997,Jenna Smith,6440628960,Internal Medicine,TX,HSP00454
PRV002998,Christopher Rice,4881268738,Orthopedics,GA,HSP00354
PRV002999,Dale Potter,1478357376,Oncology,NC,HSP00365
PRV003000,Kelly Stevens,5736787120,Neurology,PA,HSP00488
PRV003001,Dennis Chaney,2013948003,Emergency Medicine,AZ,HSP00398
PRV003002,Robert Hamilton,5498500757,Orthopedics,CA,HSP00489
PRV003003,Nicole White,5872114982,General Surgery,AZ,HSP00459
PRV003004,Joseph Wheeler,1805864801,Oncology,IL,HSP00066
PRV003005,Benjamin Brock,4583223888,General Surgery,FL,HSP00438
PRV003006,Richard Burton,8744947906,Neurology,IL,HSP00128
PRV003007,Kenneth Carson,7160484363,General Surgery,AZ,HSP00418
PRV003008,Tanya Cruz,3401151739,Pediatrics,FL,HSP00406
PRV003009,Kevin Melton,1089644921,Neurology,PA,HSP00104
PRV003010,Kenneth Miller,6208346250,Pediatrics,NC,HSP00268
PRV003011,Robin Hickman,2297152024,Neurology,PA,HSP00168
PRV003012,Jessica Smith,8763985062,Cardiology,NC,HSP00333
PRV003013,Scott Booth,8649212071,Neurology,OH,HSP00098
PRV003014,Aaron Wilson,4978533872,Internal Medicine,PA,HSP00109
PRV003015,Katelyn Simpson,8356795609,Neurology,GA,HSP00270
PRV003016,Lauren Le,5760787035,Pulmonology,IL,HSP00017
PRV003017,James Vance,3203214822,Orthopedics,CA,HSP00144
PRV003018,Sophia Kelley,8190893240,Oncology,FL,HSP00277
PRV003019,Casey Palmer,1287378650,Pulmonology,TX,HSP00089
PRV003020,Scott Rivas,6304943068,Psychiatry,NC,HSP00170
PRV003021,Brian Garcia,2455031630,Cardiology,CA,HSP00438
PRV003022,Catherine Higgins,3858112581,Oncology,TX,HSP00431
PRV003023,Kim Martinez,5370859554,General Surgery,PA,HSP00079
PRV003024,Megan Jones,6070352358,Pediatrics,IL,HSP00386
PRV003025,Willie Roberts,8290366503,Emergency Medicine,GA,HSP00466
PRV003026,Mark Murphy,4028643340,General Surgery,TX,HSP00088
PRV003027,Joshua Herrera,9406953854,Internal Medicine,AZ,HSP00175
PRV003028,Thomas Butler,3389833098,Pulmonology,NC,HSP00222
PRV003029,Philip Price,5381410388,Pulmonology,OH,HSP00324
PRV003030,Taylor Simpson,5934936121,Psychiatry,CA,HSP00498
